,filename,width,height,class,xmin,ymin,xmax,ymax,xml
47,Assault_Rifle_1540_46.jpg,400,253,Gun,151,73,198,149,Labels/Assault_Rifle_1540_46.xml
48,Assault_Rifle_16.jpg,400,120,Guns,4,2,400,120,Labels/Assault_Rifle_16.xml
49,Assault_Rifle_1628_8.jpg,600,251,Gun,445,120,469,155,Labels/Assault_Rifle_1628_8.xml
50,Assault_Rifle_1628_8.jpg,600,251,Gun,208,75,264,147,Labels/Assault_Rifle_1628_8.xml
51,Assault_Rifle_17.jpg,450,126,Gun,1,1,450,126,Labels/Assault_Rifle_17.xml
52,Assault_Rifle_18.jpg,400,164,Gun,4,12,396,163,Labels/Assault_Rifle_18.xml
53,Assault_Rifle_19.jpg,400,113,Guns,1,1,400,113,Labels/Assault_Rifle_19.xml
54,Assault_Rifle_1_13.jpg,600,323,Gun,1,94,567,323,Labels/Assault_Rifle_1_13.xml
55,Assault_Rifle_1_15.jpg,500,378,Gun,184,207,482,310,Labels/Assault_Rifle_1_15.xml
56,Assault_Rifle_1_38.jpg,600,323,Gun,138,147,299,300,Labels/Assault_Rifle_1_38.xml
57,Assault_Rifle_1_38.jpg,600,323,Gun,29,136,118,321,Labels/Assault_Rifle_1_38.xml
58,Assault_Rifle_21.jpg,400,86,Guns,1,1,400,86,Labels/Assault_Rifle_21.xml
59,Assault_Rifle_2122_32.jpg,600,337,Gun,280,1,492,337,Labels/Assault_Rifle_2122_32.xml
60,Assault_Rifle_2191_50.jpg,602,339,Gun,54,164,309,312,Labels/Assault_Rifle_2191_50.xml
61,Assault_Rifle_22.jpg,450,125,Guns,7,6,430,117,Labels/Assault_Rifle_22.xml
62,Assault_Rifle_23.jpg,400,168,Guns,5,4,397,163,Labels/Assault_Rifle_23.xml
63,Assault_Rifle_24.jpg,400,119,Gun,4,2,397,115,Labels/Assault_Rifle_24.xml
64,Assault_Rifle_25.jpg,500,192,Guns,16,16,490,184,Labels/Assault_Rifle_25.xml
65,Assault_Rifle_26.jpg,450,142,Guns,2,2,448,142,Labels/Assault_Rifle_26.xml
66,Assault_Rifle_2740_36.jpg,600,338,Gun,274,77,454,281,Labels/Assault_Rifle_2740_36.xml
67,Assault_Rifle_2740_38.jpg,600,338,Gun,382,138,437,207,Labels/Assault_Rifle_2740_38.xml
68,Assault_Rifle_2740_39.jpg,600,338,Gun,357,144,472,230,Labels/Assault_Rifle_2740_39.xml
69,Assault_Rifle_2740_42.jpg,600,338,Gun,220,172,269,203,Labels/Assault_Rifle_2740_42.xml
70,Assault_Rifle_2793_126.jpg,600,248,Gun,20,67,242,248,Labels/Assault_Rifle_2793_126.xml
71,Assault_Rifle_28.jpg,400,115,Guns,3,7,396,108,Labels/Assault_Rifle_28.xml
72,Assault_Rifle_28_66.jpg,600,338,Gun,483,154,549,195,Labels/Assault_Rifle_28_66.xml
73,Assault_Rifle_28_66.jpg,600,338,Gun,147,155,242,287,Labels/Assault_Rifle_28_66.xml
74,Assault_Rifle_28_67.jpg,600,338,Gun,343,194,431,313,Labels/Assault_Rifle_28_67.xml
75,Assault_Rifle_28_71.jpg,600,338,Gun,39,124,133,205,Labels/Assault_Rifle_28_71.xml
76,Assault_Rifle_28_72.jpg,600,338,Gun,251,202,341,314,Labels/Assault_Rifle_28_72.xml
77,Assault_Rifle_28_73.jpg,600,338,Gun,129,136,230,282,Labels/Assault_Rifle_28_73.xml
78,Assault_Rifle_28_74.jpg,600,338,Gun,203,147,238,181,Labels/Assault_Rifle_28_74.xml
79,Assault_Rifle_28_74.jpg,600,338,Gun,377,148,405,176,Labels/Assault_Rifle_28_74.xml
80,Assault_Rifle_28_74.jpg,600,338,Gun,433,120,452,151,Labels/Assault_Rifle_28_74.xml
81,Assault_Rifle_28_76.jpg,600,338,Gun,343,49,384,120,Labels/Assault_Rifle_28_76.xml
82,Assault_Rifle_28_79.jpg,600,338,Gun,53,43,227,306,Labels/Assault_Rifle_28_79.xml
83,Assault_Rifle_28_80.jpg,600,338,Gun,238,136,311,177,Labels/Assault_Rifle_28_80.xml
84,Assault_Rifle_28_80.jpg,600,338,Gun,241,188,308,279,Labels/Assault_Rifle_28_80.xml
85,Assault_Rifle_29.jpg,400,148,Guns,7,10,384,137,Labels/Assault_Rifle_29.xml
86,Assault_Rifle_30.jpg,450,155,Guns,1,8,450,152,Labels/Assault_Rifle_30.xml
87,Assault_Rifle_31.jpg,450,158,Guns,2,1,449,155,Labels/Assault_Rifle_31.xml
88,Assault_Rifle_3111_39.jpg,601,326,Gun,115,68,175,148,Labels/Assault_Rifle_3111_39.xml
89,Assault_Rifle_3111_39.jpg,601,326,Gun,154,150,276,298,Labels/Assault_Rifle_3111_39.xml
90,Assault_Rifle_3111_39.jpg,601,326,Gun,467,232,485,270,Labels/Assault_Rifle_3111_39.xml
91,Assault_Rifle_3111_39.jpg,601,326,Gun,544,203,564,241,Labels/Assault_Rifle_3111_39.xml
92,Assault_Rifle_3111_40.jpg,600,325,Gun,82,76,267,325,Labels/Assault_Rifle_3111_40.xml
93,Assault_Rifle_3111_41.jpg,600,325,Gun,237,136,403,254,Labels/Assault_Rifle_3111_41.xml
94,Assault_Rifle_32.jpg,400,111,Guns,2,2,400,107,Labels/Assault_Rifle_32.xml
95,Assault_Rifle_33.jpg,450,135,Guns,4,2,450,130,Labels/Assault_Rifle_33.xml
96,Assault_Rifle_34.jpg,450,125,Guns,6,9,446,116,Labels/Assault_Rifle_34.xml
97,Assault_Rifle_3432_4.jpg,600,336,Gun,428,80,499,120,Labels/Assault_Rifle_3432_4.xml
98,Assault_Rifle_3456_171.jpg,600,338,Gun,287,1,455,317,Labels/Assault_Rifle_3456_171.xml
99,Assault_Rifle_3456_171.jpg,600,338,Gun,125,174,197,250,Labels/Assault_Rifle_3456_171.xml
100,Assault_Rifle_3456_171.jpg,600,338,Gun,1,197,58,289,Labels/Assault_Rifle_3456_171.xml
101,Assault_Rifle_3456_173.jpg,600,338,Gun,1,166,30,230,Labels/Assault_Rifle_3456_173.xml
102,Assault_Rifle_3456_173.jpg,600,338,Gun,64,159,110,220,Labels/Assault_Rifle_3456_173.xml
103,Assault_Rifle_3456_173.jpg,600,338,Gun,129,36,161,215,Labels/Assault_Rifle_3456_173.xml
104,Assault_Rifle_3456_173.jpg,600,338,Gun,212,178,267,327,Labels/Assault_Rifle_3456_173.xml
105,Assault_Rifle_3456_173.jpg,600,338,Gun,417,159,600,237,Labels/Assault_Rifle_3456_173.xml
106,Assault_Rifle_35.jpg,400,112,Guns,3,5,397,108,Labels/Assault_Rifle_35.xml
107,Assault_Rifle_36.jpg,400,241,Guns,25,55,383,172,Labels/Assault_Rifle_36.xml
108,Assault_Rifle_3612_54.jpg,600,250,Gun,513,48,571,127,Labels/Assault_Rifle_3612_54.xml
109,Assault_Rifle_3612_54.jpg,600,250,Gun,103,157,157,197,Labels/Assault_Rifle_3612_54.xml
110,Assault_Rifle_3612_61.jpg,600,251,Gun,93,93,300,208,Labels/Assault_Rifle_3612_61.xml
111,Assault_Rifle_3612_61.jpg,600,251,Gun,345,157,379,214,Labels/Assault_Rifle_3612_61.xml
112,Assault_Rifle_3612_62.jpg,600,251,Gun,59,4,203,251,Labels/Assault_Rifle_3612_62.xml
113,Assault_Rifle_3612_63.jpg,600,251,Gun,244,97,420,251,Labels/Assault_Rifle_3612_63.xml
114,Assault_Rifle_3612_63.jpg,600,251,Gun,79,185,132,212,Labels/Assault_Rifle_3612_63.xml
115,Assault_Rifle_3612_64.jpg,601,252,Gun,114,52,331,252,Labels/Assault_Rifle_3612_64.xml
116,Assault_Rifle_3612_65.jpg,600,251,Gun,295,166,520,251,Labels/Assault_Rifle_3612_65.xml
117,Assault_Rifle_3612_65.jpg,600,251,Gun,81,110,170,251,Labels/Assault_Rifle_3612_65.xml
118,Assault_Rifle_3612_66.jpg,600,251,Gun,340,1,449,221,Labels/Assault_Rifle_3612_66.xml
119,Assault_Rifle_37.jpg,400,178,Guns,7,25,380,159,Labels/Assault_Rifle_37.xml
120,Assault_Rifle_3761_86.jpg,600,249,Gun,232,98,334,221,Labels/Assault_Rifle_3761_86.xml
121,Assault_Rifle_3761_87.jpg,600,249,Gun,264,73,516,130,Labels/Assault_Rifle_3761_87.xml
122,Assault_Rifle_3761_88.jpg,600,248,Gun,45,9,265,104,Labels/Assault_Rifle_3761_88.xml
123,Assault_Rifle_3761_90.jpg,600,248,Gun,1,27,374,209,Labels/Assault_Rifle_3761_90.xml
124,Assault_Rifle_3761_92.jpg,600,248,Gun,1,139,538,233,Labels/Assault_Rifle_3761_92.xml
125,Assault_Rifle_38.jpg,500,127,Guns,3,2,500,127,Labels/Assault_Rifle_38.xml
126,Assault_Rifle_39.jpg,500,160,Guns,12,1,489,158,Labels/Assault_Rifle_39.xml
127,Assault_Rifle_4.jpg,450,253,Guns,76,52,450,189,Labels/Assault_Rifle_4.xml
128,Assault_Rifle_40.jpg,400,162,Guns,8,13,392,150,Labels/Assault_Rifle_40.xml
129,Assault_Rifle_41.jpg,400,130,Guns,17,6,383,121,Labels/Assault_Rifle_41.xml
130,Assault_Rifle_42.jpg,400,121,Guns,2,1,400,121,Labels/Assault_Rifle_42.xml
131,Assault_Rifle_43.jpg,400,163,Guns,3,4,400,163,Labels/Assault_Rifle_43.xml
132,Assault_Rifle_44.jpg,400,140,Guns,4,5,396,140,Labels/Assault_Rifle_44.xml
133,Assault_Rifle_45.jpg,400,138,Guns,4,3,400,138,Labels/Assault_Rifle_45.xml
134,Assault_Rifle_46.jpg,450,122,Guns,3,3,450,122,Labels/Assault_Rifle_46.xml
135,Assault_Rifle_47.jpg,400,99,Guns,7,1,400,99,Labels/Assault_Rifle_47.xml
136,Assault_Rifle_48.jpg,450,186,Guns,8,21,441,166,Labels/Assault_Rifle_48.xml
137,Assault_Rifle_49.jpg,500,217,Guns,4,3,495,217,Labels/Assault_Rifle_49.xml
138,Assault_Rifle_50.jpg,500,114,Guns,4,2,500,114,Labels/Assault_Rifle_50.xml
139,Assault_Rifle_51.jpg,400,98,Guns,3,2,400,98,Labels/Assault_Rifle_51.xml
140,Assault_Rifle_52.jpg,400,142,Guns,2,3,400,142,Labels/Assault_Rifle_52.xml
141,Assault_Rifle_53.jpg,350,125,Guns,13,10,334,125,Labels/Assault_Rifle_53.xml
142,Assault_Rifle_54.jpg,450,130,Guns,2,1,450,130,Labels/Assault_Rifle_54.xml
143,Assault_Rifle_55.jpg,450,154,Guns,1,1,450,149,Labels/Assault_Rifle_55.xml
144,Assault_Rifle_56.jpg,400,176,Guns,22,16,379,163,Labels/Assault_Rifle_56.xml
145,Assault_Rifle_57.jpg,400,132,Guns,2,1,400,132,Labels/Assault_Rifle_57.xml
146,Assault_Rifle_58.jpg,400,133,Guns,2,2,400,133,Labels/Assault_Rifle_58.xml
147,Assault_Rifle_59.jpg,400,140,Guns,1,1,399,140,Labels/Assault_Rifle_59.xml
148,Assault_Rifle_6.jpg,300,145,Guns,7,2,290,140,Labels/Assault_Rifle_6.xml
149,Assault_Rifle_60.jpg,450,186,Guns,4,3,446,184,Labels/Assault_Rifle_60.xml
150,Assault_Rifle_61.jpg,400,179,Guns,8,20,393,162,Labels/Assault_Rifle_61.xml
151,Assault_Rifle_62.jpg,500,141,Guns,6,2,494,138,Labels/Assault_Rifle_62.xml
152,Assault_Rifle_63.jpg,400,176,Guns,9,13,393,166,Labels/Assault_Rifle_63.xml
153,Assault_Rifle_64.jpg,450,175,Guns,4,8,445,126,Labels/Assault_Rifle_64.xml
154,Assault_Rifle_65.jpg,450,158,Guns,5,5,444,153,Labels/Assault_Rifle_65.xml
155,Assault_Rifle_66.jpg,400,146,Guns,1,1,400,145,Labels/Assault_Rifle_66.xml
156,Assault_Rifle_67.jpg,400,134,Guns,9,1,400,134,Labels/Assault_Rifle_67.xml
157,Assault_Rifle_68.jpg,500,120,Guns,5,2,500,120,Labels/Assault_Rifle_68.xml
158,Assault_Rifle_69.jpg,400,158,Guns,3,7,400,155,Labels/Assault_Rifle_69.xml
159,Assault_Rifle_7.jpg,450,213,Guns,13,35,436,208,Labels/Assault_Rifle_7.xml
160,Assault_Rifle_70.jpg,450,207,Guns,5,6,450,207,Labels/Assault_Rifle_70.xml
161,Assault_Rifle_71.jpg,400,114,Guns,3,1,398,114,Labels/Assault_Rifle_71.xml
162,Assault_Rifle_72.jpg,500,203,Guns,1,1,500,203,Labels/Assault_Rifle_72.xml
163,Assault_Rifle_722_33.jpg,600,255,Gun,236,39,323,172,Labels/Assault_Rifle_722_33.xml
164,Assault_Rifle_722_34.jpg,600,254,Gun,392,147,479,235,Labels/Assault_Rifle_722_34.xml
165,Assault_Rifle_722_37.jpg,600,254,Gun,310,128,354,164,Labels/Assault_Rifle_722_37.xml
166,Assault_Rifle_73.jpg,600,147,Guns,12,16,593,136,Labels/Assault_Rifle_73.xml
167,Assault_Rifle_74.jpg,450,128,Guns,1,2,447,128,Labels/Assault_Rifle_74.xml
168,Assault_Rifle_75.jpg,400,200,Guns,15,13,382,182,Labels/Assault_Rifle_75.xml
169,Assault_Rifle_76.jpg,400,132,Guns,6,1,400,132,Labels/Assault_Rifle_76.xml
170,Assault_Rifle_77.jpg,350,103,Guns,2,1,350,103,Labels/Assault_Rifle_77.xml
171,Assault_Rifle_778_33.jpg,600,250,Gun,338,111,384,143,Labels/Assault_Rifle_778_33.xml
172,Assault_Rifle_778_36.jpg,600,251,Gun,56,101,217,251,Labels/Assault_Rifle_778_36.xml
173,Assault_Rifle_778_37.jpg,600,251,Gun,151,53,354,226,Labels/Assault_Rifle_778_37.xml
174,Assault_Rifle_78.jpg,400,192,Guns,14,5,384,186,Labels/Assault_Rifle_78.xml
175,Assault_Rifle_79.jpg,400,152,Guns,3,5,397,146,Labels/Assault_Rifle_79.xml
176,Assault_Rifle_80.jpg,400,123,Guns,3,1,400,123,Labels/Assault_Rifle_80.xml
177,Assault_Rifle_81.jpg,400,205,Guns,2,3,400,205,Labels/Assault_Rifle_81.xml
178,Assault_Rifle_82.jpg,500,111,Guns,2,1,500,111,Labels/Assault_Rifle_82.xml
179,Assault_Rifle_823_136.jpg,601,341,Gun,87,126,545,275,Labels/Assault_Rifle_823_136.xml
180,Assault_Rifle_823_142.jpg,600,341,Gun,374,35,444,341,Labels/Assault_Rifle_823_142.xml
181,Assault_Rifle_823_144.jpg,500,331,Gun,227,164,281,246,Labels/Assault_Rifle_823_144.xml
182,Assault_Rifle_823_144.jpg,500,331,Gun,350,170,391,217,Labels/Assault_Rifle_823_144.xml
183,Assault_Rifle_823_144.jpg,500,331,Gun,130,161,177,225,Labels/Assault_Rifle_823_144.xml
184,Assault_Rifle_823_144.jpg,500,331,Gun,94,171,108,209,Labels/Assault_Rifle_823_144.xml
185,Assault_Rifle_823_144.jpg,500,331,Gun,73,163,80,197,Labels/Assault_Rifle_823_144.xml
186,Assault_Rifle_823_145.jpg,600,341,Gun,54,168,87,234,Labels/Assault_Rifle_823_145.xml
187,Assault_Rifle_823_145.jpg,600,341,Gun,95,153,145,244,Labels/Assault_Rifle_823_145.xml
188,Assault_Rifle_823_145.jpg,600,341,Gun,200,191,240,239,Labels/Assault_Rifle_823_145.xml
189,Assault_Rifle_823_147.jpg,600,337,Gun,122,94,217,292,Labels/Assault_Rifle_823_147.xml
190,Assault_Rifle_823_147.jpg,600,337,Gun,388,132,586,337,Labels/Assault_Rifle_823_147.xml
191,Assault_Rifle_823_148.jpg,600,341,Gun,51,170,351,341,Labels/Assault_Rifle_823_148.xml
192,Assault_Rifle_83.jpg,450,152,Guns,5,1,450,152,Labels/Assault_Rifle_83.xml
193,Assault_Rifle_832_41.jpg,600,339,Gun,305,250,425,339,Labels/Assault_Rifle_832_41.xml
194,Assault_Rifle_832_42.jpg,600,339,Gun,273,236,346,279,Labels/Assault_Rifle_832_42.xml
195,Assault_Rifle_84.jpg,501,191,Guns,2,2,501,191,Labels/Assault_Rifle_84.xml
196,Assault_Rifle_85.jpg,450,131,Guns,5,3,450,123,Labels/Assault_Rifle_85.xml
197,Assault_Rifle_86.jpg,400,145,Guns,5,8,400,141,Labels/Assault_Rifle_86.xml
198,Assault_Rifle_87.jpg,500,109,Guns,1,2,500,107,Labels/Assault_Rifle_87.xml
199,Assault_Rifle_87_18.jpg,600,307,Gun,143,119,547,285,Labels/Assault_Rifle_87_18.xml
200,Assault_Rifle_87_19.jpg,600,307,Gun,43,105,418,307,Labels/Assault_Rifle_87_19.xml
201,Assault_Rifle_87_21.jpg,400,122,Gun,6,7,387,117,Labels/Assault_Rifle_87_21.xml
202,Assault_Rifle_88.jpg,450,137,Guns,5,3,450,137,Labels/Assault_Rifle_88.xml
203,Assault_Rifle_89.jpg,450,181,Guns,1,3,450,181,Labels/Assault_Rifle_89.xml
204,Assault_Rifle_9.jpg,400,181,Guns,5,3,400,181,Labels/Assault_Rifle_9.xml
205,Assault_Rifle_90.jpg,450,118,Guns,4,2,450,118,Labels/Assault_Rifle_90.xml
206,Assault_Rifle_91.jpg,450,151,Guns,4,2,450,151,Labels/Assault_Rifle_91.xml
207,Assault_Rifle_92.jpg,400,172,Guns,2,2,400,172,Labels/Assault_Rifle_92.xml
208,Assault_Rifle_93.jpg,400,102,Guns,3,2,400,102,Labels/Assault_Rifle_93.xml
209,Assault_Rifle_94.jpg,450,167,Guns,1,1,450,167,Labels/Assault_Rifle_94.xml
210,Assault_Rifle_95.jpg,400,100,Guns,1,1,400,100,Labels/Assault_Rifle_95.xml
211,Assault_Rifle_96.jpg,400,107,Guns,2,1,400,107,Labels/Assault_Rifle_96.xml
212,Assault_Rifle_97.jpg,500,139,Guns,2,2,500,139,Labels/Assault_Rifle_97.xml
213,Assault_Rifle_98.jpg,400,210,Guns,9,6,395,200,Labels/Assault_Rifle_98.xml
214,Assault_Rifle_99.jpg,400,176,Guns,1,2,400,176,Labels/Assault_Rifle_99.xml
215,Assault_Rifle_996_15.jpg,600,251,Gun,479,128,530,196,Labels/Assault_Rifle_996_15.xml
216,Assault_Rifle_996_15.jpg,600,251,Gun,2,83,49,168,Labels/Assault_Rifle_996_15.xml
217,Assault_Rifle_996_17.jpg,600,251,Gun,322,47,383,132,Labels/Assault_Rifle_996_17.xml
218,Assault_Rifle_996_17.jpg,600,251,Gun,414,98,529,227,Labels/Assault_Rifle_996_17.xml
219,Assault_Rifle_996_17.jpg,600,251,Gun,543,211,566,251,Labels/Assault_Rifle_996_17.xml
220,Assault_Rifle_996_25.jpg,600,251,Gun,73,169,91,199,Labels/Assault_Rifle_996_25.xml
221,Assault_Rifle_996_25.jpg,600,251,Gun,66,206,125,249,Labels/Assault_Rifle_996_25.xml
222,Assault_Rifle_996_25.jpg,600,251,Gun,158,145,231,244,Labels/Assault_Rifle_996_25.xml
223,Assault_Rifle_996_25.jpg,600,251,Gun,496,2,542,87,Labels/Assault_Rifle_996_25.xml
224,Assault_Rifle_996_27.jpg,601,252,Gun,181,1,409,252,Labels/Assault_Rifle_996_27.xml
225,Pistol_0_6.jpg,600,248,Guns,222,55,291,172,Labels/Pistol_0_6.xml
226,Pistol_1000_20.jpg,600,338,Guns,311,172,485,282,Labels/Pistol_1000_20.xml
227,Pistol_1000_73.jpg,600,338,Guns,261,105,326,143,Labels/Pistol_1000_73.xml
228,Pistol_1000_75.jpg,600,338,Guns,303,170,417,338,Labels/Pistol_1000_75.xml
229,Pistol_1000_77.jpg,600,338,Gun,393,5,600,268,Labels/Pistol_1000_77.xml
230,Pistol_1002_102.jpg,601,338,Guns,225,136,365,330,Labels/Pistol_1002_102.xml
231,Pistol_1002_107.jpg,601,338,Guns,280,157,443,338,Labels/Pistol_1002_107.xml
232,Pistol_1002_129.jpg,601,338,Guns,155,70,259,116,Labels/Pistol_1002_129.xml
233,Pistol_1002_129.jpg,601,338,Guns,333,85,463,128,Labels/Pistol_1002_129.xml
234,Pistol_1002_129.jpg,601,338,Guns,505,95,595,129,Labels/Pistol_1002_129.xml
235,Pistol_1002_66.jpg,601,337,Gun,272,95,323,144,Labels/Pistol_1002_66.xml
236,Pistol_1002_67.jpg,601,338,Gun,277,116,305,152,Labels/Pistol_1002_67.xml
237,Pistol_1002_70.jpg,601,338,Guns,233,110,338,222,Labels/Pistol_1002_70.xml
238,Pistol_1002_70.jpg,601,338,Guns,324,56,425,163,Labels/Pistol_1002_70.xml
239,Pistol_1002_73.jpg,601,338,Gun,142,1,367,263,Labels/Pistol_1002_73.xml
240,Pistol_1002_75.jpg,601,338,Guns,212,20,291,101,Labels/Pistol_1002_75.xml
241,Pistol_1002_98.jpg,601,337,Gun,233,117,327,281,Labels/Pistol_1002_98.xml
242,Pistol_1002_98.jpg,601,337,Gun,476,76,544,120,Labels/Pistol_1002_98.xml
243,Pistol_1002_98.jpg,601,337,Gun,352,1,601,60,Labels/Pistol_1002_98.xml
244,Pistol_1002_98.jpg,601,337,Gun,479,253,537,305,Labels/Pistol_1002_98.xml
245,Pistol_1002_98.jpg,601,337,Gun,46,310,195,335,Labels/Pistol_1002_98.xml
246,Pistol_1002_99.jpg,601,338,Gun,374,100,508,182,Labels/Pistol_1002_99.xml
247,Pistol_1003_112.jpg,600,346,Guns,11,80,329,251,Labels/Pistol_1003_112.xml
248,Pistol_1003_113.jpg,600,327,Guns,347,118,600,246,Labels/Pistol_1003_113.xml
249,Pistol_1003_31.jpg,600,335,Guns,383,27,523,253,Labels/Pistol_1003_31.xml
250,Pistol_1003_32.jpg,600,335,Gun,503,119,600,266,Labels/Pistol_1003_32.xml
251,Pistol_1005_119.jpg,600,338,Gun,325,38,483,245,Labels/Pistol_1005_119.xml
252,Pistol_1005_130.jpg,600,338,Gun,290,249,368,338,Labels/Pistol_1005_130.xml
253,Pistol_1005_131.jpg,600,338,Gun,246,172,362,277,Labels/Pistol_1005_131.xml
254,Pistol_1005_18.jpg,600,338,Guns,234,110,418,294,Labels/Pistol_1005_18.xml
255,Pistol_1005_31.jpg,600,338,Guns,185,30,548,288,Labels/Pistol_1005_31.xml
256,Pistol_1005_45.jpg,600,338,Guns,244,51,439,266,Labels/Pistol_1005_45.xml
257,Pistol_1005_47.jpg,600,338,Guns,280,61,443,132,Labels/Pistol_1005_47.xml
258,Pistol_1005_52.jpg,600,338,Gun,122,42,288,338,Labels/Pistol_1005_52.xml
259,Pistol_1005_68.jpg,600,338,Guns,334,29,443,181,Labels/Pistol_1005_68.xml
260,Pistol_1005_84.jpg,600,338,Gun,200,152,257,287,Labels/Pistol_1005_84.xml
261,Pistol_1005_85.jpg,600,338,Gun,230,76,375,226,Labels/Pistol_1005_85.xml
262,Pistol_1005_91.jpg,600,338,Gun,326,180,387,272,Labels/Pistol_1005_91.xml
263,Pistol_1006_115.jpg,601,338,Guns,413,153,460,218,Labels/Pistol_1006_115.xml
264,Pistol_1006_124.jpg,600,338,Guns,258,1,506,246,Labels/Pistol_1006_124.xml
265,Pistol_1006_132.jpg,601,338,Guns,77,225,364,310,Labels/Pistol_1006_132.xml
266,Pistol_1006_138.jpg,600,338,Guns,275,1,337,336,Labels/Pistol_1006_138.xml
267,Pistol_1006_14.jpg,601,338,Guns,178,57,243,143,Labels/Pistol_1006_14.xml
268,Pistol_1006_150.jpg,600,338,Gun,165,178,287,224,Labels/Pistol_1006_150.xml
269,Pistol_1006_17.jpg,603,339,Gun,24,66,129,199,Labels/Pistol_1006_17.xml
